id,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
26771,female,25-34 years,133,3946153,3.37,United Kingdom2009,,"2,382,825,985,356",41074,Generation X
26772,female,75+ years,97,2915785,3.33,United Kingdom2009,,"2,382,825,985,356",41074,Silent
26773,female,15-24 years,84,4009556,2.09,United Kingdom2009,,"2,382,825,985,356",41074,Millenials
26774,male,5-14 years,4,3591283,0.11,United Kingdom2009,,"2,382,825,985,356",41074,Generation Z
26775,female,5-14 years,3,3425922,0.09,United Kingdom2009,,"2,382,825,985,356",41074,Generation Z
26776,male,35-54 years,1444,8592781,16.8,United Kingdom2010,0.906,"2,441,173,394,730",41798,Generation X
26777,male,25-34 years,513,4128369,12.43,United Kingdom2010,0.906,"2,441,173,394,730",41798,Generation X
26778,male,75+ years,227,1960939,11.58,United Kingdom2010,0.906,"2,441,173,394,730",41798,Silent
26779,male,55-74 years,696,6171080,11.28,United Kingdom2010,0.906,"2,441,173,394,730",41798,Silent
26780,male,15-24 years,344,4225926,8.14,United Kingdom2010,0.906,"2,441,173,394,730",41798,Millenials
26781,female,35-54 years,400,8788212,4.55,United Kingdom2010,0.906,"2,441,173,394,730",41798,Generation X
26782,female,55-74 years,232,6570278,3.53,United Kingdom2010,0.906,"2,441,173,394,730",41798,Silent
26783,female,25-34 years,133,4012797,3.31,United Kingdom2010,0.906,"2,441,173,394,730",41798,Generation X
26784,female,75+ years,89,2944062,3.02,United Kingdom2010,0.906,"2,441,173,394,730",41798,Silent
26785,female,15-24 years,106,3995780,2.65,United Kingdom2010,0.906,"2,441,173,394,730",41798,Millenials
26786,female,5-14 years,3,3426430,0.09,United Kingdom2010,0.906,"2,441,173,394,730",41798,Generation Z
26787,male,5-14 years,1,3586875,0.03,United Kingdom2010,0.906,"2,441,173,394,730",41798,Generation Z
26788,male,35-54 years,1611,8617712,18.69,United Kingdom2011,0.901,"2,619,700,404,733",44491,Generation X
26789,male,25-34 years,553,4222804,13.1,United Kingdom2011,0.901,"2,619,700,404,733",44491,Millenials
26790,male,55-74 years,708,6253024,11.32,United Kingdom2011,0.901,"2,619,700,404,733",44491,Boomers
26791,male,75+ years,207,2013814,10.28,United Kingdom2011,0.901,"2,619,700,404,733",44491,Silent
26792,male,15-24 years,346,4236989,8.17,United Kingdom2011,0.901,"2,619,700,404,733",44491,Millenials
26793,female,35-54 years,417,8790957,4.74,United Kingdom2011,0.901,"2,619,700,404,733",44491,Generation X
26794,female,55-74 years,235,6652911,3.53,United Kingdom2011,0.901,"2,619,700,404,733",44491,Boomers
26795,female,25-34 years,134,4094631,3.27,United Kingdom2011,0.901,"2,619,700,404,733",44491,Millenials
26796,female,15-24 years,100,4001855,2.5,United Kingdom2011,0.901,"2,619,700,404,733",44491,Millenials
26797,female,75+ years,70,2973876,2.35,United Kingdom2011,0.901,"2,619,700,404,733",44491,Silent
26798,male,5-14 years,8,3594112,0.22,United Kingdom2011,0.901,"2,619,700,404,733",44491,Generation Z
26799,female,5-14 years,4,3429167,0.12,United Kingdom2011,0.901,"2,619,700,404,733",44491,Generation Z
26800,male,35-54 years,1587,8673006,18.3,United Kingdom2012,0.901,"2,662,085,168,499",44585,Generation X
26801,male,25-34 years,597,4261254,14.01,United Kingdom2012,0.901,"2,662,085,168,499",44585,Millenials
26802,male,55-74 years,739,6392214,11.56,United Kingdom2012,0.901,"2,662,085,168,499",44585,Boomers
26803,male,75+ years,215,2043034,10.52,United Kingdom2012,0.901,"2,662,085,168,499",44585,Silent
26804,male,15-24 years,364,4204765,8.66,United Kingdom2012,0.901,"2,662,085,168,499",44585,Millenials
26805,female,35-54 years,403,8852151,4.55,United Kingdom2012,0.901,"2,662,085,168,499",44585,Generation X
26806,female,25-34 years,153,4296499,3.56,United Kingdom2012,0.901,"2,662,085,168,499",44585,Millenials
26807,female,55-74 years,211,6737405,3.13,United Kingdom2012,0.901,"2,662,085,168,499",44585,Boomers
26808,female,75+ years,93,2976921,3.12,United Kingdom2012,0.901,"2,662,085,168,499",44585,Silent
26809,female,15-24 years,70,4054017,1.73,United Kingdom2012,0.901,"2,662,085,168,499",44585,Millenials
26810,male,5-14 years,10,3695552,0.27,United Kingdom2012,0.901,"2,662,085,168,499",44585,Generation Z
26811,female,5-14 years,2,3521812,0.06,United Kingdom2012,0.901,"2,662,085,168,499",44585,Generation Z
26812,male,35-54 years,1743,8656572,20.13,United Kingdom2013,0.902,"2,739,818,680,930",45594,Generation X
26813,male,55-74 years,908,6488882,13.99,United Kingdom2013,0.902,"2,739,818,680,930",45594,Boomers
26814,male,25-34 years,586,4320298,13.56,United Kingdom2013,0.902,"2,739,818,680,930",45594,Millenials
26815,male,75+ years,258,2096518,12.31,United Kingdom2013,0.902,"2,739,818,680,930",45594,Silent
26816,male,15-24 years,331,4180873,7.92,United Kingdom2013,0.902,"2,739,818,680,930",45594,Millenials
26817,female,35-54 years,449,8837469,5.08,United Kingdom2013,0.902,"2,739,818,680,930",45594,Generation X
26818,female,75+ years,103,3004685,3.43,United Kingdom2013,0.902,"2,739,818,680,930",45594,Silent
26819,female,55-74 years,232,6839180,3.39,United Kingdom2013,0.902,"2,739,818,680,930",45594,Boomers
26820,female,25-34 years,124,4356539,2.85,United Kingdom2013,0.902,"2,739,818,680,930",45594,Millenials
26821,female,15-24 years,81,4017291,2.02,United Kingdom2013,0.902,"2,739,818,680,930",45594,Millenials
26822,male,5-14 years,5,3734237,0.13,United Kingdom2013,0.902,"2,739,818,680,930",45594,Generation Z
26823,female,5-14 years,4,3559249,0.11,United Kingdom2013,0.902,"2,739,818,680,930",45594,Generation Z
26824,male,35-54 years,1692,8665195,19.53,United Kingdom2014,0.907,"3,022,827,781,881",49906,Generation X
26825,male,25-34 years,602,4360457,13.81,United Kingdom2014,0.907,"3,022,827,781,881",49906,Millenials
26826,male,55-74 years,827,6597480,12.54,United Kingdom2014,0.907,"3,022,827,781,881",49906,Boomers
26827,male,75+ years,257,2158742,11.91,United Kingdom2014,0.907,"3,022,827,781,881",49906,Silent
26828,male,15-24 years,332,4171187,7.96,United Kingdom2014,0.907,"3,022,827,781,881",49906,Millenials
26829,female,35-54 years,462,8850139,5.22,United Kingdom2014,0.907,"3,022,827,781,881",49906,Generation X
26830,female,55-74 years,262,6952444,3.77,United Kingdom2014,0.907,"3,022,827,781,881",49906,Boomers
26831,female,25-34 years,155,4388346,3.53,United Kingdom2014,0.907,"3,022,827,781,881",49906,Millenials
26832,female,75+ years,83,3052672,2.72,United Kingdom2014,0.907,"3,022,827,781,881",49906,Silent
26833,female,15-24 years,103,3992566,2.58,United Kingdom2014,0.907,"3,022,827,781,881",49906,Millenials
26834,male,5-14 years,7,3778321,0.19,United Kingdom2014,0.907,"3,022,827,781,881",49906,Generation Z
26835,female,5-14 years,6,3602933,0.17,United Kingdom2014,0.907,"3,022,827,781,881",49906,Generation Z
26836,male,35-54 years,1579,8692440,18.17,United Kingdom2015,,"2,885,570,309,161",47240,Generation X
26837,male,25-34 years,596,4408293,13.52,United Kingdom2015,,"2,885,570,309,161",47240,Millenials
26838,male,55-74 years,906,6716557,13.49,United Kingdom2015,,"2,885,570,309,161",47240,Boomers
26839,male,75+ years,273,2200958,12.4,United Kingdom2015,,"2,885,570,309,161",47240,Silent
26840,male,15-24 years,374,4151992,9.01,United Kingdom2015,,"2,885,570,309,161",47240,Millenials
26841,female,35-54 years,473,8881944,5.33,United Kingdom2015,,"2,885,570,309,161",47240,Generation X
26842,female,55-74 years,306,7075576,4.32,United Kingdom2015,,"2,885,570,309,161",47240,Boomers
26843,female,25-34 years,181,4414464,4.1,United Kingdom2015,,"2,885,570,309,161",47240,Millenials
26844,female,75+ years,108,3070457,3.52,United Kingdom2015,,"2,885,570,309,161",47240,Silent
26845,female,15-24 years,104,3966564,2.62,United Kingdom2015,,"2,885,570,309,161",47240,Millenials
26846,female,5-14 years,6,3663221,0.16,United Kingdom2015,,"2,885,570,309,161",47240,Generation Z
26847,male,5-14 years,4,3840476,0.1,United Kingdom2015,,"2,885,570,309,161",47240,Generation Z
26848,male,75+ years,2177,4064000,53.57,United States1985,0.841,"4,346,734,000,000",19693,G.I. Generation
26849,male,55-74 years,5302,17971000,29.5,United States1985,0.841,"4,346,734,000,000",19693,G.I. Generation
26850,male,25-34 years,5134,20986000,24.46,United States1985,0.841,"4,346,734,000,000",19693,Boomers
26851,male,35-54 years,6053,26589000,22.77,United States1985,0.841,"4,346,734,000,000",19693,Silent
26852,male,15-24 years,4267,19962000,21.38,United States1985,0.841,"4,346,734,000,000",19693,Generation X
26853,female,35-54 years,2105,27763000,7.58,United States1985,0.841,"4,346,734,000,000",19693,Silent
26854,female,55-74 years,1568,21366000,7.34,United States1985,0.841,"4,346,734,000,000",19693,G.I. Generation
26855,female,75+ years,466,7469000,6.24,United States1985,0.841,"4,346,734,000,000",19693,G.I. Generation
26856,female,25-34 years,1242,21041000,5.9,United States1985,0.841,"4,346,734,000,000",19693,Boomers
26857,female,15-24 years,854,19589000,4.36,United States1985,0.841,"4,346,734,000,000",19693,Generation X
26858,male,5-14 years,205,17370000,1.18,United States1985,0.841,"4,346,734,000,000",19693,Generation X
26859,female,5-14 years,73,16553000,0.44,United States1985,0.841,"4,346,734,000,000",19693,Generation X
26860,male,75+ years,2340,4178000,56.01,United States1986,,"4,590,155,000,000",20588,G.I. Generation
26861,male,55-74 years,5500,18101000,30.39,United States1986,,"4,590,155,000,000",20588,G.I. Generation
26862,male,25-34 years,5450,21393000,25.48,United States1986,,"4,590,155,000,000",20588,Boomers
26863,male,35-54 years,6450,27363000,23.57,United States1986,,"4,590,155,000,000",20588,Silent
26864,male,15-24 years,4276,19715000,21.69,United States1986,,"4,590,155,000,000",20588,Generation X
26865,female,35-54 years,2299,28520000,8.06,United States1986,,"4,590,155,000,000",20588,Silent
26866,female,55-74 years,1696,21455000,7.9,United States1986,,"4,590,155,000,000",20588,G.I. Generation
26867,female,75+ years,521,7669000,6.79,United States1986,,"4,590,155,000,000",20588,G.I. Generation
26868,female,25-34 years,1261,21391000,5.9,United States1986,,"4,590,155,000,000",20588,Boomers
26869,female,15-24 years,844,19313000,4.37,United States1986,,"4,590,155,000,000",20588,Generation X
26870,male,5-14 years,199,17338000,1.15,United States1986,,"4,590,155,000,000",20588,Generation X
26871,female,5-14 years,56,16517000,0.34,United States1986,,"4,590,155,000,000",20588,Generation X
26872,male,75+ years,2532,4295000,58.95,United States1987,,"4,870,217,000,000",21631,G.I. Generation
26873,male,55-74 years,5482,18190000,30.14,United States1987,,"4,870,217,000,000",21631,G.I. Generation
26874,male,25-34 years,5370,21670000,24.78,United States1987,,"4,870,217,000,000",21631,Boomers
26875,male,35-54 years,6569,28222000,23.28,United States1987,,"4,870,217,000,000",21631,Silent
26876,male,15-24 years,4109,19327000,21.26,United States1987,,"4,870,217,000,000",21631,Generation X
26877,female,35-54 years,2270,29359000,7.73,United States1987,,"4,870,217,000,000",21631,Silent
26878,female,55-74 years,1596,21497000,7.42,United States1987,,"4,870,217,000,000",21631,G.I. Generation
26879,female,75+ years,504,7872000,6.4,United States1987,,"4,870,217,000,000",21631,G.I. Generation
26880,female,25-34 years,1285,21645000,5.94,United States1987,,"4,870,217,000,000",21631,Boomers
26881,female,15-24 years,815,18925000,4.31,United States1987,,"4,870,217,000,000",21631,Generation X
26882,male,5-14 years,199,17486000,1.14,United States1987,,"4,870,217,000,000",21631,Generation X
26883,female,5-14 years,52,16660000,0.31,United States1987,,"4,870,217,000,000",21631,Generation X
26884,male,75+ years,2548,4409000,57.79,United States1988,,"5,252,629,000,000",23103,G.I. Generation
26885,male,55-74 years,5198,18235000,28.51,United States1988,,"5,252,629,000,000",23103,G.I. Generation
26886,male,25-34 years,5463,21853000,25.0,United States1988,,"5,252,629,000,000",23103,Boomers
26887,male,35-54 years,6528,29147000,22.4,United States1988,,"5,252,629,000,000",23103,Silent
26888,male,15-24 years,4143,18897000,21.92,United States1988,,"5,252,629,000,000",23103,Generation X
26889,female,35-54 years,2209,30281000,7.3,United States1988,,"5,252,629,000,000",23103,Silent
26890,female,55-74 years,1504,21491000,7.0,United States1988,,"5,252,629,000,000",23103,G.I. Generation
26891,female,75+ years,519,8062000,6.44,United States1988,,"5,252,629,000,000",23103,G.I. Generation
26892,female,25-34 years,1247,21822000,5.71,United States1988,,"5,252,629,000,000",23103,Boomers
26893,female,15-24 years,786,18501000,4.25,United States1988,,"5,252,629,000,000",23103,Generation X
26894,male,5-14 years,181,17751000,1.02,United States1988,,"5,252,629,000,000",23103,Generation X
26895,female,5-14 years,62,16904000,0.37,United States1988,,"5,252,629,000,000",23103,Generation X
26896,male,75+ years,2462,4541000,54.22,United States1989,,"5,657,693,000,000",24654,G.I. Generation
26897,male,55-74 years,5185,18295000,28.34,United States1989,,"5,657,693,000,000",24654,G.I. Generation
26898,male,25-34 years,5339,21943000,24.33,United States1989,,"5,657,693,000,000",24654,Boomers
26899,male,35-54 years,6814,30135000,22.61,United States1989,,"5,657,693,000,000",24654,Silent
26900,male,15-24 years,4106,18459000,22.24,United States1989,,"5,657,693,000,000",24654,Generation X
26901,female,35-54 years,2159,31264000,6.91,United States1989,,"5,657,693,000,000",24654,Silent
26902,female,55-74 years,1432,21480000,6.67,United States1989,,"5,657,693,000,000",24654,G.I. Generation
26903,female,75+ years,491,8262000,5.94,United States1989,,"5,657,693,000,000",24654,G.I. Generation
26904,female,25-34 years,1226,21892000,5.6,United States1989,,"5,657,693,000,000",24654,Boomers
26905,female,15-24 years,764,18055000,4.23,United States1989,,"5,657,693,000,000",24654,Generation X
26906,male,5-14 years,184,18010000,1.02,United States1989,,"5,657,693,000,000",24654,Generation X
26907,female,5-14 years,56,17151000,0.33,United States1989,,"5,657,693,000,000",24654,Generation X
26908,male,75+ years,2653,4585900,57.85,United States1990,0.859,"5,979,589,000,000",26004,G.I. Generation
26909,male,55-74 years,5109,17861900,28.6,United States1990,0.859,"5,979,589,000,000",26004,G.I. Generation
26910,male,25-34 years,5339,21564300,24.76,United States1990,0.859,"5,979,589,000,000",26004,Boomers
26911,male,35-54 years,7260,30742000,23.62,United States1990,0.859,"5,979,589,000,000",26004,Silent
26912,male,15-24 years,4160,18915400,21.99,United States1990,0.859,"5,979,589,000,000",26004,Generation X
26913,female,55-74 years,1504,21296300,7.06,United States1990,0.859,"5,979,589,000,000",26004,G.I. Generation
26914,female,35-54 years,2175,31749500,6.85,United States1990,0.859,"5,979,589,000,000",26004,Silent
26915,female,75+ years,511,8447400,6.05,United States1990,0.859,"5,979,589,000,000",26004,G.I. Generation
26916,female,25-34 years,1211,21596400,5.61,United States1990,0.859,"5,979,589,000,000",26004,Boomers
26917,female,15-24 years,709,18097900,3.92,United States1990,0.859,"5,979,589,000,000",26004,Generation X
26918,male,5-14 years,195,17970800,1.09,United States1990,0.859,"5,979,589,000,000",26004,Generation X
26919,female,5-14 years,69,17124400,0.4,United States1990,0.859,"5,979,589,000,000",26004,Generation X
26920,male,75+ years,2673,4769000,56.05,United States1991,,"6,174,043,000,000",26503,G.I. Generation
26921,male,55-74 years,4983,17954000,27.75,United States1991,,"6,174,043,000,000",26503,Silent
26922,male,25-34 years,5361,21427000,25.02,United States1991,,"6,174,043,000,000",26503,Boomers
26923,male,35-54 years,7454,31995000,23.3,United States1991,,"6,174,043,000,000",26503,Boomers
26924,male,15-24 years,4073,18609000,21.89,United States1991,,"6,174,043,000,000",26503,Generation X
26925,female,35-54 years,2296,33017000,6.95,United States1991,,"6,174,043,000,000",26503,Boomers
26926,female,55-74 years,1342,21331000,6.29,United States1991,,"6,174,043,000,000",26503,Silent
26927,female,75+ years,511,8705000,5.87,United States1991,,"6,174,043,000,000",26503,G.I. Generation
26928,female,25-34 years,1153,21450000,5.38,United States1991,,"6,174,043,000,000",26503,Boomers
26929,female,15-24 years,678,17790000,3.81,United States1991,,"6,174,043,000,000",26503,Generation X
26930,male,5-14 years,208,18388000,1.13,United States1991,,"6,174,043,000,000",26503,Millenials
26931,female,5-14 years,58,17520000,0.33,United States1991,,"6,174,043,000,000",26503,Millenials
26932,male,75+ years,2573,4916700,52.33,United States1992,,"6,539,299,000,000",27760,G.I. Generation
26933,male,55-74 years,4818,18038900,26.71,United States1992,,"6,539,299,000,000",27760,Silent
26934,male,25-34 years,5102,21232500,24.03,United States1992,,"6,539,299,000,000",27760,Boomers
26935,male,35-54 years,7679,33165400,23.15,United States1992,,"6,539,299,000,000",27760,Boomers
26936,male,15-24 years,4044,18478000,21.89,United States1992,,"6,539,299,000,000",27760,Generation X
26937,female,35-54 years,2348,34156600,6.87,United States1992,,"6,539,299,000,000",27760,Boomers
26938,female,55-74 years,1325,21346900,6.21,United States1992,,"6,539,299,000,000",27760,Silent
26939,female,75+ years,549,8898100,6.17,United States1992,,"6,539,299,000,000",27760,G.I. Generation
26940,female,25-34 years,1070,21212300,5.04,United States1992,,"6,539,299,000,000",27760,Boomers
26941,female,15-24 years,649,17668700,3.67,United States1992,,"6,539,299,000,000",27760,Generation X
26942,male,5-14 years,232,18668200,1.24,United States1992,,"6,539,299,000,000",27760,Millenials
26943,female,5-14 years,82,17783300,0.46,United States1992,,"6,539,299,000,000",27760,Millenials
26944,male,75+ years,2649,5043500,52.52,United States1993,,"6,878,718,000,000",28891,G.I. Generation
26945,male,55-74 years,4797,18163000,26.41,United States1993,,"6,878,718,000,000",28891,Silent
26946,male,25-34 years,5218,20942000,24.92,United States1993,,"6,878,718,000,000",28891,Boomers
26947,male,35-54 years,7976,34205000,23.32,United States1993,,"6,878,718,000,000",28891,Boomers
26948,male,15-24 years,4119,18399400,22.39,United States1993,,"6,878,718,000,000",28891,Generation X
26949,female,35-54 years,2362,35236400,6.7,United States1993,,"6,878,718,000,000",28891,Boomers
